id,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
105831,1.224263,0.606924,0.261068,0.543904,1.370297,0.719320,-0.411799,1.002696,0.142388,-0.409153,1.741471,0.055889,-1.912070,-1.790056,-1.379810,0.048755,0.521236,-0.325473,-0.561520,-1.700202,1.100118,0.221490,-0.394396,-0.440937,0.395277
105832,-0.854514,0.621185,-0.631184,1.741381,-0.424302,-1.135927,-0.686250,-0.609048,-1.319651,-0.365925,-0.430605,0.347090,-2.045893,0.589738,1.389374,-0.656641,0.424301,-0.615184,1.403595,1.833881,0.034279,-0.994278,1.629266,0.173556,0.844641
105833,-1.259493,-0.909235,-0.868168,1.237249,-1.004498,-0.556497,-1.496193,-0.888862,1.800766,0.965010,-0.108306,-0.068910,0.925318,0.184671,0.263294,-0.584322,0.052155,0.361646,-1.082971,0.057989,-0.046260,-1.685693,2.572761,1.277910,0.851128
105834,1.337895,-1.936521,1.147912,-0.397559,-0.311884,1.502719,-0.921519,-0.103024,1.173914,-1.264244,-0.842092,2.211666,-0.064875,0.884519,-0.037959,-0.947480,-1.048357,-0.526881,-1.948755,0.565892,-0.394661,0.796828,2.060140,0.232048,0.897462
105835,0.152559,0.798883,0.269520,-0.701629,-1.496163,0.407746,-0.316911,-1.159837,-1.266495,-1.183567,-0.034382,1.573607,0.038729,1.125287,0.656905,-0.737440,0.083519,0.910277,-0.893568,-0.434225,-0.403967,2.755362,-1.199414,-0.567939,0.600327
105836,-0.860367,-0.489019,-0.743503,0.883494,0.122427,-0.392771,-0.259277,0.651156,-1.491440,0.689535,0.813087,-0.119658,-1.181845,0.499943,0.134080,-0.097215,0.295741,0.090438,0.733760,0.327730,-0.064360,-2.219708,-1.143352,0.063828,1.113846
105837,-0.545247,-0.014270,-1.235507,1.098882,0.129651,-0.284225,-1.063779,-0.133651,1.446519,-0.707075,1.768905,-0.671417,0.010918,1.433101,-1.041153,0.467076,0.612336,-0.276322,0.309321,-0.749014,1.254165,-0.632427,-0.151544,0.674249,-0.386261
105838,-0.091416,0.248594,0.329024,0.539296,-1.276244,0.189131,0.224876,-1.274694,-1.042930,-0.942773,-2.828090,1.004198,-0.494072,1.668278,-0.226436,-0.852051,0.519511,-0.066722,-0.593112,-0.323010,1.138240,-1.453711,-0.126947,-0.264162,0.574150
105839,-0.657113,0.593490,1.032082,-0.688142,0.481749,-0.339973,-0.557906,0.256801,-1.284187,0.131065,-2.292577,-0.473871,-0.323348,-1.241422,0.620647,-1.306773,0.640852,0.464134,-1.118149,1.332280,-1.261091,0.606214,-0.446743,-0.346006,-1.664741
105840,0.652984,0.786784,0.529423,0.402187,-1.233060,0.353329,-0.154153,-0.988751,-1.043704,-0.551906,0.357316,0.481106,-0.705232,-2.226344,-1.149128,0.758012,0.180669,-0.570443,1.405908,-1.786774,0.704219,0.440058,0.173466,1.125068,-0.491034
105841,1.090159,-0.307696,-0.702187,-0.123182,0.010302,0.312647,0.087649,0.142336,-0.027958,0.068325,-0.993095,0.473411,0.454532,-0.852712,-0.974588,-0.459634,1.575139,-0.002013,3.083029,0.254978,0.717605,1.266436,-0.760316,-1.085040,-0.632752
105842,-0.515163,1.796907,-0.498737,-0.402107,0.209490,-0.962468,0.204483,-0.387380,0.672738,0.716476,0.293158,-0.455379,0.237151,-0.576430,-1.435592,0.645231,-0.352134,-1.706563,1.314773,0.576751,0.952040,-0.318822,0.290034,-2.289629,-0.072519
105843,0.552786,-0.795393,1.602630,0.253615,-0.148996,-0.000224,0.573512,0.012436,-0.084045,2.784198,-0.708499,0.888526,-0.932413,1.071843,-0.097476,-0.941217,-1.579813,-0.321321,0.928553,1.315797,0.217281,1.237610,0.568053,-1.227534,1.024830
105844,1.999353,1.131861,0.162652,0.739883,0.417386,0.948716,-0.197335,0.814706,-0.721247,-0.128705,0.254726,-0.014217,2.462380,0.505690,-1.551702,-0.626899,-1.667324,1.121579,-1.378291,0.273574,-1.434402,-0.569389,-1.851967,0.110864,-0.363840
105845,-0.830516,0.040978,-1.843652,-0.515183,0.250064,-1.024040,1.191979,0.206395,0.477573,-0.048759,0.600241,-1.013992,0.088127,1.366815,0.249254,1.114692,2.077101,-0.253039,0.343225,0.991530,-1.418725,-0.113712,0.985072,0.643545,-2.092121
105846,1.534207,-1.828264,0.877240,1.265480,-1.698087,1.380393,0.797908,-0.692032,0.474607,1.941163,-0.401515,0.861709,-0.825456,1.521528,-0.515476,0.608150,-1.426161,-1.061112,0.926759,0.255605,-0.860793,-0.593579,-0.082491,-1.013550,-1.353667
105847,1.409309,0.906394,0.668042,1.030170,0.844998,0.918074,1.047978,0.948905,-0.102915,-0.849257,-0.529720,0.026162,-0.733520,-0.228343,0.399342,1.391125,0.981918,-1.187693,-1.325472,-0.755643,0.762747,0.126273,0.155887,-0.434061,-1.375959
105848,-0.226189,-1.411868,-0.304427,0.248755,0.189386,0.223590,-0.165774,0.161729,0.040589,0.075087,-0.537445,1.864865,-0.607943,-0.353953,-0.035778,0.968663,-0.207032,0.362835,0.006541,0.386007,0.431028,-0.226891,0.082691,-0.028748,-0.044574
105849,1.262360,-0.042383,-0.300196,0.327652,-0.383798,1.689236,0.015103,-0.536998,1.208981,0.510908,-0.200761,1.023871,-1.051257,-0.248490,-0.918301,0.375166,0.973057,-0.454924,-0.194046,-1.179978,0.010902,0.292657,-0.444122,0.985619,-1.055062
105850,0.758915,0.739299,2.224974,0.222464,-0.188844,0.238852,0.762700,0.053710,0.936194,-1.232373,-0.016344,-1.236092,-0.243344,0.252027,0.542159,-0.652492,1.606148,1.787226,0.626219,-0.509377,1.413617,-0.814247,0.005000,0.664561,0.258777
105851,1.561855,-0.483379,-0.506844,-1.065591,1.864703,0.882214,1.085462,1.258381,-1.331749,-0.828753,0.336539,-1.195830,-1.022548,-0.716325,0.371689,0.576932,-0.993564,-1.458071,-0.188172,0.017134,-0.761795,-0.154447,1.570246,-0.079366,1.523114
105852,-2.183038,1.331198,-0.912792,-1.824233,0.956471,-2.202578,2.047624,0.806641,-0.276038,-0.997659,-0.515315,-0.135574,0.348255,0.365505,-0.111475,-0.389437,-0.531554,1.777272,0.494010,0.125767,-1.069354,0.313488,0.214295,-0.337814,-0.598687
105853,1.028532,-0.167515,0.166928,1.823621,1.327857,-0.188107,0.364004,0.840004,-1.995622,-0.115015,0.184607,1.608833,1.402415,0.266447,0.646276,1.453646,-0.498188,-0.801395,-1.688117,-0.002036,0.563682,-0.807000,1.049138,1.113959,-0.143838
105854,-1.495248,-1.486643,-0.879227,2.050457,-0.671425,-0.413940,-2.555846,-0.460262,0.152790,-1.381062,0.106446,1.143524,0.735597,0.472612,-1.015739,2.014960,1.198985,0.246546,-0.730755,-0.481184,0.251819,0.378207,-1.248512,-1.112006,2.034737
105855,0.498870,0.795924,0.262591,1.145523,-2.285123,0.309082,0.588559,-1.114186,-1.786754,0.973102,1.271088,-0.975742,1.117629,-0.340984,0.518951,-0.312808,-0.613975,-0.959484,0.580595,0.032401,-1.523472,-1.108082,0.000432,0.382491,-0.969410
105856,-0.492843,0.479947,1.811901,0.612141,-0.138993,0.039422,1.102137,0.187328,-1.525188,-1.052859,-0.554552,0.307963,-0.001088,0.747593,-1.878243,-0.146959,1.069693,0.525735,-0.715983,-0.531018,-0.244783,-0.015496,0.266717,1.334457,1.298356
105857,0.450128,1.683201,-0.093035,-1.197699,-1.773462,-0.419746,0.272895,-1.255086,0.312217,-0.580656,0.679917,1.236445,0.210857,-2.072166,0.496784,1.412537,1.184232,1.232476,-0.600306,1.284023,0.322970,-1.198780,0.684905,0.087119,0.973131
105858,1.335803,1.023232,-0.282321,-0.224577,-0.457798,0.501814,-0.111188,-0.308520,-0.386021,0.005509,0.661953,-0.205225,0.551688,-0.797570,1.283299,-1.552813,-0.136823,0.696151,1.202567,-1.584901,0.581199,0.796347,-0.226825,-1.692854,-1.625813
105859,-1.463328,-0.801299,-0.203363,-1.241247,-0.040054,-1.807001,-0.211870,-0.032536,1.100102,-0.543444,-1.088289,-1.945266,0.342855,-0.770558,0.766451,-0.614070,0.896691,0.469667,-0.348416,1.010805,-0.625276,-0.533369,-0.419922,0.176837,-0.541545
105860,1.423473,1.003099,0.740919,-0.206845,-1.343711,0.865573,-0.122240,-1.312917,-0.176034,0.522143,-0.057715,-0.131630,0.715588,-1.238614,1.225005,-0.225077,-0.676498,0.237617,-0.718784,-0.934845,-0.089642,-1.180346,0.108975,0.329815,1.111527
105861,0.462187,0.494340,0.691878,0.076632,-0.385779,1.402944,-0.277357,-0.268368,0.095419,0.944916,2.237096,0.641794,0.025886,0.695320,-2.024609,-0.446464,-0.387504,-0.126920,1.423335,-0.468673,-0.221235,1.054627,2.480109,0.149321,1.063126
105862,-2.057767,0.575571,1.087594,-0.250686,-0.085110,-1.554741,-0.213047,-0.353431,0.954758,0.989958,-1.880693,0.829127,-0.142456,0.889602,0.724315,0.082516,1.261069,0.392982,1.351856,0.002078,-0.483591,-0.235866,0.240276,0.762599,3.148951
105863,-1.190171,-0.524803,0.500560,-0.168714,0.143896,-0.431046,-0.274282,0.081967,0.234028,-0.271710,-2.285196,-1.380891,-0.410861,1.003370,1.423731,-0.204697,1.559000,-0.499794,-1.244856,0.552350,-0.387259,-0.056928,-0.639153,0.148170,0.452530
105864,-1.165922,-0.435562,-1.048259,0.369917,0.008541,-1.083746,-0.383621,-0.393494,-0.103460,0.722208,1.738144,0.079017,0.738159,-1.235892,0.168986,-0.347504,1.410215,-1.318000,-0.697762,0.134812,0.564902,0.439132,-0.800596,-0.081488,0.294655
105865,-0.355980,-1.540229,-1.004814,-0.716330,-0.377776,-0.244936,0.989261,-0.264687,0.240362,-0.973244,-0.433347,-0.261697,0.341523,-2.066178,-0.276875,-0.308893,0.897954,1.255422,-0.708515,0.889828,2.018728,0.982975,-0.868569,-0.334631,-0.276850
105866,-0.582263,-0.718780,0.814735,0.238619,0.270716,0.218147,0.200296,0.221010,0.014898,1.008896,-0.697997,1.122542,-1.361225,0.374785,-1.599434,-1.260406,0.654708,0.065195,-0.997658,-1.014109,-0.450641,-1.405067,0.845602,0.072465,1.561211
105867,-0.633228,0.607799,0.958261,-1.405759,-1.981247,-0.973903,-1.053262,-0.788258,-0.416230,-0.876509,-0.442680,-0.483409,0.007186,0.143485,0.415144,-0.138757,0.451606,0.222449,0.936656,-0.222229,-0.051520,0.384425,1.364711,0.634325,-1.207152
105868,0.682402,-1.294648,0.745184,1.177898,-0.078163,0.655916,1.132576,-0.107808,-1.451076,-0.610014,0.906416,-0.182687,0.013683,0.424190,1.226468,-0.478141,-0.778294,-1.388596,-0.774238,-0.711747,-0.247651,0.258876,-0.571664,-0.153374,-1.032764
105869,-0.746421,1.819505,0.592383,-0.943898,-0.872335,-0.682116,-0.146408,-0.646944,-0.589043,0.581555,-0.330209,0.240640,-0.625548,2.202224,1.921881,0.474367,0.791656,-1.792571,-1.062310,-0.285265,-2.064955,1.336095,0.242752,0.442399,0.948859
105870,-0.608358,0.613477,-0.652434,-0.279445,-0.782167,0.302742,-0.239665,-0.413738,-0.705698,-2.568811,0.568433,-0.387778,-0.590697,1.716736,-2.409764,-0.082081,-1.082873,-0.430937,0.514997,-0.316493,-2.606590,-0.509239,-0.222074,1.297889,0.517358
105871,-0.090094,-1.848130,1.043856,0.780638,-1.371605,0.471395,0.952313,-0.909509,0.449708,-1.390651,1.422154,-0.678190,1.164792,1.290444,0.652616,0.418386,0.023655,0.276400,-0.047848,0.663977,-1.278226,1.642911,-0.867650,-0.179159,-0.352219
105872,0.885293,0.002714,0.741995,0.433035,-0.452673,0.602800,0.575779,-0.169944,-0.203607,0.920547,0.015676,-1.027440,-0.800855,0.276860,2.234462,-0.712405,-0.822302,0.418777,-1.164248,1.072516,-1.340707,0.963001,-1.075633,0.372442,0.394315
105873,1.175226,0.400924,-2.197365,-0.958630,-0.109972,1.080988,2.192061,0.107524,0.033555,-0.441855,0.499314,0.546203,-0.032676,-1.058338,-0.306951,1.440261,-0.908043,-0.316250,-1.392763,-1.165460,-0.367043,0.035405,0.103193,-0.442807,0.648034
105874,-0.845947,2.580464,-1.126141,0.423603,0.179530,-1.013931,-0.367100,0.232277,-0.068033,0.034866,0.902137,-0.578685,-0.026877,1.524334,0.052686,-0.371162,1.819157,-1.463095,1.314671,1.793684,-0.889808,-1.000478,-0.203678,0.333421,-1.955468
105875,-1.320002,1.063344,0.380269,1.578123,-0.823052,-1.248241,0.439613,-0.720534,-2.383165,-0.939715,-0.490315,-1.612972,-0.287223,1.735973,1.533783,0.590675,0.058819,-0.558654,0.122958,0.650246,-1.061058,0.927078,-1.645095,-1.130860,0.585890
105876,0.133407,0.544574,0.946321,-0.880442,-0.900779,0.036099,-0.630151,-0.677786,-0.567703,-0.638479,-0.460943,1.760883,-0.894765,0.244218,-1.552418,-0.418830,0.709567,-1.453218,-0.317461,-0.035098,0.683346,0.538009,0.291780,1.029277,0.161986
105877,-0.107048,0.128542,0.777105,1.023035,0.741661,-0.409124,1.470162,0.907838,0.884778,-0.581104,-0.791162,-0.611296,-0.021873,1.456987,0.176376,1.421407,-1.287523,-1.264656,0.440216,1.638125,-1.203993,-0.165872,-1.115274,-0.685331,-2.076143
105878,-0.599018,0.505995,-0.239612,0.547643,-0.390583,-0.190899,-0.225046,-0.486175,-0.163172,-1.232873,0.478289,0.114841,1.578204,-1.026792,-2.194403,-1.198852,0.690459,0.670361,-0.687318,-2.393325,-0.208258,0.038347,0.403306,2.371000,0.648060
105879,-1.389285,-0.706351,-1.843351,-0.014250,0.749067,0.125687,-0.149905,0.775341,-0.463472,0.285583,0.289893,0.394742,-0.296999,-1.760693,-1.543845,0.392700,0.164482,-1.023141,0.273580,-1.059730,-0.199891,-1.295663,-0.748532,0.265564,1.023067
105880,0.918592,-0.961488,-0.614211,-0.159144,0.844866,-0.032954,0.512831,0.494096,0.810278,1.320497,-1.075245,1.189698,-0.183172,-0.577067,2.063226,0.283337,0.142768,-0.355082,-0.582414,0.639408,0.784267,-0.515830,-0.031101,0.989540,-1.156876
105881,0.646480,-0.149337,-0.307351,-1.215754,0.625952,0.723487,0.926832,0.546418,0.417550,-1.109484,-1.784184,-0.835067,1.451774,-1.763333,0.458957,0.103291,1.363073,1.903711,0.116362,-1.095054,-0.587194,0.703087,1.837860,1.157726,0.682479
105882,-0.678663,-0.949927,1.447607,-1.396495,0.099447,0.356631,-2.493286,0.135447,0.901353,-0.847588,-0.856598,-1.406247,0.300053,1.522780,-0.539660,0.754199,0.401740,1.503250,1.734876,0.001192,0.929263,0.503751,-0.316676,1.299068,0.382593
105883,0.003641,-0.468303,0.351882,1.203765,1.699991,0.084503,0.780485,0.895995,-0.313583,-0.044725,0.582388,-0.459884,0.669089,0.445556,0.703691,0.135749,0.145785,2.724931,-0.391978,-0.552255,2.218971,-0.372260,1.118160,-0.804413,-2.011346
105884,-0.737788,0.348749,-1.372682,0.069993,1.538329,-0.372212,-0.532231,1.003794,-0.188561,-0.606696,-0.087510,0.293745,0.054880,0.338374,-0.670644,1.225285,0.644980,-0.896104,2.051105,-1.212384,0.492530,-2.149767,-0.300129,-0.699491,1.014319
105885,-0.807540,-0.575425,1.542870,-0.332016,-0.179386,-0.795964,-0.096883,-0.316202,0.864514,0.137259,0.430574,-1.189141,-0.702074,-0.023652,-1.090653,-1.209089,0.490162,-1.514181,0.713060,1.814835,-1.146232,-0.156613,-1.043859,-2.011174,-1.894093
105886,1.680028,-1.029966,0.429506,-2.076796,-0.645971,1.087919,-0.909073,-0.839815,1.156721,0.479877,-0.917919,-0.009367,0.069156,0.893614,-0.657079,-1.086603,0.603869,0.403580,0.400666,0.229781,-0.160100,-1.014403,-0.103064,-0.115584,-0.782632
105887,1.869031,0.619025,0.267116,0.724784,1.331892,1.257121,0.364785,0.810547,1.069386,-0.490293,1.135824,1.464354,0.020706,0.846356,-0.840759,0.243511,0.865817,-0.062394,-1.860287,-0.376994,1.281097,0.750685,1.055545,1.085324,-1.446464
105888,1.569127,-1.505874,-1.407456,-0.487979,-0.552382,2.158362,0.129267,-0.594776,-1.137941,-0.436889,0.492230,1.033342,-1.202705,0.559222,0.066682,0.796923,-0.006013,-1.644763,0.485200,0.696037,-0.213527,0.553249,0.340625,-2.052723,0.263173
105889,-1.207729,0.100335,-0.177886,-0.183107,-0.107522,-0.101292,-0.137004,-0.130619,0.388852,-0.608478,-1.651968,0.956185,-0.013799,0.727374,-0.348601,-1.233788,-0.467620,1.019097,0.250671,-0.645587,1.789542,0.197832,-0.279535,-1.410461,0.617484
105890,-0.278666,0.303261,-0.230822,0.575254,-1.965822,0.158510,-0.538555,-1.387064,-0.994477,0.145664,-0.238028,-0.066419,0.679431,-0.819080,0.347954,2.282771,-0.779996,0.459852,-0.458128,1.900899,1.668474,-0.190149,1.869252,-0.447854,2.429751
105891,-1.331378,1.668590,1.912567,-0.641358,0.351702,-1.625804,-1.608354,0.324519,2.003716,-0.710875,-1.238902,0.122411,-0.285536,0.185088,0.056562,-0.003725,-0.003684,-0.950643,0.049227,1.801804,1.169007,0.041878,0.613369,-0.071990,-0.619259
105892,0.702622,-0.634459,0.017273,-0.185839,1.438003,0.766559,0.134332,0.930957,-0.713726,1.827325,0.115692,0.062127,0.653090,-1.104060,-1.080896,-0.467673,-0.620623,-0.798614,-1.126426,-1.825333,-1.109387,1.484580,-0.421505,1.417348,-1.046288
105893,-0.404483,0.034710,-0.120082,-0.342378,1.411433,-0.780486,0.572251,1.072216,-1.366621,-0.383142,0.628012,0.283326,-0.913928,-1.063955,-0.208087,1.663383,-0.129383,0.541946,0.021793,-0.044943,0.717120,0.101455,0.737960,-0.917343,-0.026782
105894,-1.037110,-1.637048,1.894378,-0.557531,-0.814895,-0.020769,-0.712411,-1.235664,-0.477875,0.272856,-0.172438,0.426681,0.563529,-0.417482,1.639687,-0.862148,0.496314,-0.704105,0.722066,-1.057019,0.214997,0.763674,-2.725630,-0.924975,-1.486459
105895,-0.078730,-0.566898,0.427872,-1.114348,0.297368,-0.134584,-0.739627,0.480004,-1.556906,1.486935,-1.865734,-0.468431,0.251967,0.872408,-0.803402,-1.374983,-1.382719,-1.198907,0.753427,0.436218,-0.660025,-1.234096,0.552979,1.466611,-1.382020
105896,0.373501,-1.193009,0.520446,1.673587,2.448920,0.550495,0.593763,0.587199,-1.606071,-0.862151,1.034671,-0.174241,0.160255,0.604476,-0.593163,0.626093,2.055069,0.208228,1.577890,1.375927,-0.345362,0.077770,1.049821,0.872747,-0.234648
105897,1.947638,-0.200052,-0.965158,-0.530024,0.326965,1.700590,0.437189,0.495995,0.859245,1.837343,-1.306697,-2.013489,-0.259135,-0.341860,-0.094973,-0.027706,-0.447467,-2.176423,1.813437,-0.974825,1.840726,0.136495,-0.585130,-1.486030,1.381098
105898,0.987918,0.893063,0.197948,1.787711,0.033971,0.158909,0.824889,-0.144924,1.446803,0.971790,-0.892189,-0.722035,0.604709,0.426633,0.934838,0.811017,0.066949,-1.255935,0.956185,-1.150007,-0.830233,-0.304499,-0.782108,0.377961,-0.609672
105899,1.366232,-0.838633,-0.491720,-1.146994,0.763187,0.755225,0.745560,1.203112,-0.612606,-2.282865,0.427342,-0.522366,-0.608578,1.395178,1.260296,1.884159,0.363977,1.156544,-0.338749,-0.500614,1.977403,-0.440063,-0.632110,-1.058873,0.641320
105900,0.308779,0.896468,-0.273760,0.739802,-0.064080,0.043663,0.132113,-0.058578,-1.265813,0.075343,-0.551088,-2.693689,-1.079870,-0.395520,0.599575,-0.717991,-1.989933,0.177397,-0.020601,-0.659915,-1.612179,0.774678,0.358992,-1.449134,0.023211
105901,0.445909,-2.297508,0.754991,1.568508,0.463393,1.537055,0.945146,0.506792,-0.865061,-0.561344,0.794794,-1.732949,0.184311,-0.052582,-0.302932,1.451135,-0.628164,-1.613290,-0.589478,1.943169,0.393472,-0.748397,-0.165163,-0.898723,-0.128951
105902,-1.214872,-0.098403,-0.614048,0.697497,-0.509044,-0.373230,-0.689054,-0.142279,0.076849,-0.568941,0.645766,-1.248719,0.593572,-0.736269,0.633245,1.305507,2.251481,0.379017,-1.421193,0.865348,-0.497682,-1.365765,-2.776380,1.185738,0.736197
105903,-1.041452,-0.193264,-0.018565,0.308302,-0.461222,-0.251574,0.676450,-0.426308,0.359883,0.045125,0.294156,-1.571479,0.974340,0.423039,0.133393,-0.289535,0.151454,-0.301317,0.327210,0.421554,0.524471,0.086201,1.612093,-0.276442,0.305542
105904,2.297742,-0.514912,1.309565,0.774553,-0.635325,1.233913,1.377088,-0.464268,-1.484743,0.106198,0.307614,-1.269172,0.420848,0.765176,0.994353,-0.374551,-0.025132,0.151731,-0.715824,0.795871,-0.828589,-0.075708,1.476441,1.614675,2.600073
105905,0.073798,1.315274,0.365547,-1.297344,0.165582,-0.711395,-0.724299,0.278754,0.435889,1.062490,-1.107606,1.105425,-0.146313,1.436962,1.389461,0.790857,-0.996132,0.019734,0.174930,-2.081972,1.014096,-0.879602,-0.923569,0.759908,-0.375060
105906,-0.177485,0.146103,0.380373,2.268076,1.182597,-0.446052,0.731943,0.657097,2.228851,-0.002398,-1.513375,-0.163038,0.095239,0.333664,-1.748234,0.051447,1.472671,0.313461,1.140212,1.445501,-0.486168,-0.406466,-0.375614,1.195673,0.300336
105907,-0.358152,1.278989,0.076129,-0.090515,2.275560,0.036190,0.282341,0.913056,2.894646,0.604268,1.138954,-0.304515,-0.825518,-0.512308,-0.362242,0.873399,-0.632646,-0.907992,-0.012576,-0.025312,1.487106,-0.622550,1.430046,-0.131040,-0.458653
105908,-1.225703,-1.177953,-0.073703,-0.232296,-0.520542,-0.564806,-0.128075,-0.474394,-0.880875,0.313728,-0.385177,-1.249907,-0.576898,0.495240,-1.355198,-1.086844,0.203518,-1.730182,0.340406,-0.459888,-0.698795,2.239723,0.898243,0.710673,-0.471718
105909,0.603913,-0.170802,1.180113,-0.266129,1.034892,0.661077,-0.632189,1.065958,-0.020613,-0.525619,0.265149,-0.772148,0.159672,0.835304,1.044491,-1.095923,1.838280,1.012521,0.583292,-0.507974,0.471858,-0.439745,-0.629427,-0.834596,0.389905
105910,0.175258,0.597084,-1.253535,-0.069325,2.022375,0.290527,0.206542,0.995242,-0.722541,-0.419876,0.769295,0.849178,-0.734721,1.586607,0.394313,0.428731,-1.484540,-0.191212,0.017259,-0.165916,-0.872068,-0.647421,0.354916,0.239558,0.181330
105911,-1.055809,-0.169933,-0.630482,0.899845,-1.509221,-0.766461,-0.682171,-0.951971,0.260085,0.158029,-0.323680,-1.812557,0.251339,-1.281645,0.369964,0.129594,-0.269301,-0.719967,-0.403481,1.859536,0.419812,0.996140,-0.937457,-0.499182,-0.262567
105912,-0.242456,-0.484685,-0.072702,-0.212550,-0.034303,-0.386385,0.815205,0.057735,1.278743,1.387241,-0.194881,-0.967108,-1.487308,0.080577,-0.056662,0.760785,1.611224,0.312650,1.744117,-1.053724,1.559615,-0.489558,0.291419,0.593906,-0.710172
105913,-1.374939,1.496168,-1.258128,-0.431062,0.537595,-1.698996,0.153195,0.079080,-0.413051,2.220939,-0.711185,0.172687,-0.021807,1.463095,-1.501789,0.702921,-0.490086,0.164662,-1.450855,0.439552,1.316227,1.090915,-1.424575,-0.308792,-0.223325
105914,1.326321,-0.285527,1.500591,0.602049,0.561172,1.185838,0.675998,0.701467,1.422279,-0.814864,-0.876508,0.488923,-0.419932,1.127807,0.849319,-0.499229,0.700467,-0.160270,-0.071152,0.546710,-0.555232,0.025246,-1.289253,-1.192156,0.949736
105915,-0.185526,0.209551,-0.583393,-0.793195,-0.443038,-0.005520,0.363548,-0.821971,1.165503,-1.506668,0.141141,-1.059942,0.802851,0.369117,2.251315,-2.047066,-0.792133,-0.539360,1.572309,-1.193323,-1.075351,0.529858,-1.211927,1.024983,-0.170103
105916,-0.600735,-0.677958,0.044091,0.993552,0.787412,0.284445,-0.208981,0.491859,-1.367202,1.617696,-1.068210,0.567472,0.619513,0.052706,-1.558474,-0.393115,0.776245,0.657213,-0.150151,-0.075644,-0.440837,-0.919286,-0.788483,0.350923,-1.198546
105917,1.755867,0.883899,-0.424821,-0.993576,0.430381,0.191777,-0.029378,0.282301,1.285623,-0.229225,0.514764,-0.581950,-0.940851,-0.858068,-1.176964,0.088186,-0.880986,-0.287067,1.093705,0.627143,0.169868,-0.910264,0.915299,-0.203535,0.707075
105918,-0.976383,-0.493726,-1.287011,0.151046,-0.781432,-0.436445,-0.713614,-0.664374,-0.663511,0.164798,0.505449,-0.032872,1.768313,0.170819,0.929887,-0.116657,0.337743,1.557022,-0.571247,-0.840849,-0.294153,-0.456943,-1.327171,0.616939,0.240633
105919,-1.762152,0.997080,-1.215082,-1.340782,-0.266782,-1.536752,2.359311,-0.153325,-0.774689,0.910883,0.702377,-0.418289,-0.071608,-0.107369,0.168654,1.147023,0.313687,1.359355,1.023674,-2.154184,1.685572,0.034484,1.073732,-0.755185,0.829047
105920,1.025101,0.577381,-1.053625,0.805751,0.787614,0.650334,-0.814772,0.795637,0.543788,-0.781399,1.443301,-1.586443,0.239402,-1.245891,-1.185932,1.695781,1.317815,-1.858424,1.275646,-1.069307,-0.174444,0.895909,0.597185,0.022571,-0.313664
105921,-0.657805,1.919083,-0.254195,0.942243,-1.015707,-1.644608,-0.198492,-0.838564,0.815263,-0.298469,1.349383,-1.635322,-0.912435,3.097290,1.418594,1.527370,0.290581,-1.631778,0.341373,0.723326,1.738277,0.127282,-0.210672,-0.989072,-2.388976
105922,-1.209210,0.558683,-0.301002,0.478219,0.781578,-0.996759,0.006721,0.619660,-1.365328,1.519538,-2.079818,-1.049308,-0.522213,0.869036,-1.371513,1.548011,0.671437,-1.158973,0.367450,0.905865,0.602124,0.557264,-0.070538,-0.187682,-0.974627
105923,-0.391264,-0.526376,-0.419848,-1.706730,-1.398339,0.494294,0.541455,-1.049150,0.938595,-1.664948,-0.952436,-0.780923,0.761846,0.566096,0.476079,0.060921,-0.747697,-0.786616,-0.101382,-1.015016,0.267557,-0.973151,-1.704745,-1.264897,-0.817271
105924,0.118911,0.057105,0.562371,-0.851416,-0.137948,0.281831,-0.266063,-0.067302,2.738341,0.877494,-1.612561,0.796844,0.158249,0.234715,-0.671399,-0.057485,1.142628,-0.244558,-0.837587,0.221160,1.008290,2.151716,-2.127651,1.286711,-1.362179
105925,0.470082,0.348962,0.382739,2.207231,-0.503223,0.123672,0.361599,-0.449299,-1.346929,0.042531,0.004971,0.341937,1.827923,0.532394,0.622348,1.190525,-0.967162,-1.106448,-0.782966,0.202312,-0.166452,-0.996629,0.233400,-0.841050,0.071113
105926,0.245825,-1.213074,1.182900,-1.695841,1.292451,0.317774,-2.281456,1.015273,-0.043010,-0.558734,-1.250739,0.857552,-0.056558,0.040662,-1.757732,-1.351283,-2.098439,-0.412933,0.027435,-0.444514,0.022548,-0.714127,0.255898,-0.150030,0.129942
105927,1.066007,-0.615437,0.291459,-0.424770,2.509299,0.584772,-0.064024,0.612872,1.077757,0.345484,-1.402755,0.054661,-1.262596,-0.407017,0.677074,-0.775655,0.878081,-0.920811,0.691158,-0.506075,-0.420630,0.507094,1.019418,0.285306,-0.425546
105928,1.088109,-0.698861,-0.509481,-0.672874,-0.095944,1.250502,0.598111,0.109248,-0.867756,2.164626,-0.522691,-0.394160,1.063330,2.336958,-1.079955,-0.887003,-0.226558,1.338607,1.491417,1.274711,1.164814,0.639234,-1.938842,-1.090574,0.711585
105929,-0.199597,-0.607446,-0.842043,0.233280,-0.199915,-0.094567,-0.301099,-0.321022,0.463847,0.322038,-1.723413,1.083735,0.787751,-0.863211,1.124349,0.531512,1.929135,1.453045,1.177460,0.113636,-0.647813,-0.525343,1.283972,-2.495206,-0.922097
